filename,trigger,newtime_sec,samps_to_add
sub-08_ses-1_task-alice_acq-2.bdf,5,0.1102294921875,14
sub-08_ses-1_task-alice_acq-2.bdf,6,0.11712646484375,15
sub-08_ses-1_task-alice_acq-2.bdf,7,0.1119384765625,14
sub-08_ses-1_task-alice_acq-2.bdf,8,0.111572265625,14
sub-08_ses-1_task-alice_acq-2.bdf,9,0.1044921875,13
sub-08_ses-1_task-alice_acq-2.bdf,10,0.1080322265625,14
sub-08_ses-1_task-alice_acq-2.bdf,11,0.11029052734375,14
sub-08_ses-1_task-alice_acq-2.bdf,12,0.102783203125,13
sub-08_ses-1_task-alice_acq-2.bdf,13,0.10260009765625,13
sub-08_ses-1_task-alice_acq-2.bdf,14,0.09716796875,12
sub-08_ses-1_task-alice_acq-2.bdf,15,0.1158447265625,15
sub-08_ses-1_task-mix_acq-1.bdf,1,0.1097412109375,14
sub-08_ses-1_task-mix_acq-1.bdf,2,0.112060546875,14
sub-08_ses-1_task-mix_acq-1.bdf,3,0.11151123046875,14
sub-08_ses-1_task-mix_acq-1.bdf,4,0.11480712890625,15
sub-08_ses-1_task-mix_acq-1.bdf,5,0.10919189453125,14
sub-08_ses-1_task-mix_acq-1.bdf,6,0.10791015625,14
sub-08_ses-1_task-mix_acq-1.bdf,7,0.10394287109375,13
sub-08_ses-1_task-mix_acq-1.bdf,8,0.100341796875,13
sub-08_ses-1_task-mix_acq-1.bdf,9,0.1043701171875,13
sub-08_ses-1_task-mix_acq-1.bdf,10,0.09765625,13
sub-08_ses-1_task-mix_acq-1.bdf,11,0.114501953125,15
sub-08_ses-1_task-mix_acq-1.bdf,12,0.109375,14
sub-08_ses-1_task-mix_acq-1.bdf,13,0.11541748046875,15
sub-08_ses-1_task-mix_acq-1.bdf,14,0.11224365234375,14
sub-08_ses-1_task-mix_acq-1.bdf,15,0.11041259765625,14
sub-09_ses-1_task-alice_acq-1.bdf,1,0.1114501953125,14
sub-09_ses-1_task-alice_acq-1.bdf,2,0.112548828125,14
sub-09_ses-1_task-alice_acq-1.bdf,3,0.10736083984375,14
sub-09_ses-1_task-alice_acq-1.bdf,4,0.107177734375,14
sub-09_ses-1_task-alice_acq-1.bdf,5,0.1090087890625,14
sub-09_ses-1_task-alice_acq-1.bdf,6,0.11212158203125,14
sub-09_ses-1_task-alice_acq-1.bdf,7,0.10528564453125,13
sub-09_ses-1_task-alice_acq-1.bdf,8,0.10223388671875,13
sub-09_ses-1_task-alice_acq-1.bdf,9,0.10955810546875,14
sub-09_ses-1_task-alice_acq-1.bdf,10,0.10064697265625,13
sub-09_ses-1_task-alice_acq-1.bdf,11,0.09991455078125,13
sub-09_ses-1_task-alice_acq-1.bdf,12,0.11627197265625,15
sub-09_ses-1_task-alice_acq-1.bdf,13,0.1075439453125,14
sub-09_ses-1_task-alice_acq-1.bdf,14,0.11041259765625,14
sub-09_ses-1_task-alice_acq-1.bdf,15,0.1124267578125,14
sub-09_ses-1_task-mix_acq-2.bdf,1,0.11199951171875,14
sub-09_ses-1_task-mix_acq-2.bdf,2,0.10723876953125,14
sub-09_ses-1_task-mix_acq-2.bdf,3,0.1064453125,14
sub-09_ses-1_task-mix_acq-2.bdf,4,0.09967041015625,13
sub-09_ses-1_task-mix_acq-2.bdf,5,0.10687255859375,14
sub-09_ses-1_task-mix_acq-2.bdf,6,0.11383056640625,15
sub-09_ses-1_task-mix_acq-2.bdf,7,0.1092529296875,14
sub-09_ses-1_task-mix_acq-2.bdf,8,0.111572265625,14
sub-09_ses-1_task-mix_acq-2.bdf,9,0.10711669921875,14
sub-09_ses-1_task-mix_acq-2.bdf,10,0.1036376953125,13
sub-09_ses-1_task-mix_acq-2.bdf,11,0.113037109375,14
sub-09_ses-1_task-mix_acq-2.bdf,12,0.108642578125,14
sub-09_ses-1_task-mix_acq-2.bdf,13,0.10467529296875,13
sub-09_ses-1_task-mix_acq-2.bdf,14,0.107666015625,14
sub-09_ses-1_task-mix_acq-2.bdf,15,0.102294921875,13
